id	199700	199701	199710	199711	199720	199721	199730	199731	199800	199801	199810	199811	199820	199821	199830	199831	199900	199901	199910	199911	199920	199921	199930	199931	200000	200001	200010	200011	200020	200021	200030	200031	200100	200101	200110	200111	200120	200121	200130	200131	200200	200201	200210	200211	200220	200221	200230	200231	200300	200301	200310	200311	200320	200321	200330	200331	200400	200401	200410	200411	200420	200421	200430	200431	200500	200501	200510	200511	200520	200521	200530	200531	200600	200601	200610	200611	200620	200621	200630	200631	200700	200701	200710	200711	200720	200721	200730	200731	200800	200801	200810	200811	200820	200821	200830	200831	200900	200901	200910	200911	200920	200921	200930	200931	201000	201001	201010	201011	201020	201021	201030	201031	201100	201101	201110	201111	201120	201121	201130	201131	201200	201201	201210	201211	201220	201221	201230	201231
1039	23410	17620	16391	15911	35083	33433	15633	15553	25950	20170	18721	18361	36733	35323	17973	18013	26380	20620	19251	18901	38523	38793	18463	18493	30081	25170	23502	23462	38833	39153	22904	23144	32141	25820	23992	23912	40824	41714	23314	23574	33241	26360	24302	24122	43264	43944	23524	23734	37371	29240	26732	26572	45654	48204	25785	26085	38751	29850	27242	27022	46324	52815	26305	26585	43441	35301	32353	32513	47174	52465	31626	32176	37361	27900	25922	25412	47414	51295	24904	24994	42691	33291	30933	30783	48534	52585	30076	30426	42661	32781	30043	29732	50065	56095	29055	29305	41921	32561	30303	29812	54275	62036	29335	29405	49491	38861	35873	35513	56515	69036	34786	34996	55191	44631	41004	40934	59735	74047	39977	40398	55471	44621	41024	40804	62036	76757	39867	40228
1041	53681	42561	23472	23962	34023	32853	17233	17083	56111	45181	25082	26142	35923	34943	18673	19323	58291	47351	26492	28192	38563	38603	19013	19853	58711	48761	27462	29292	38813	38733	20484	21694	64802	52941	29462	32043	41484	41904	22444	24824	69812	59051	31713	34743	43904	44244	24554	27805	76552	66392	34633	38873	47214	48464	25585	29475	81202	70372	35943	40644	50025	52225	26685	31036	82862	71692	36583	40584	49944	51085	27575	31726	82622	67362	36373	39553	49564	49844	27485	31216	86372	70102	37593	40744	50645	51015	28555	32426	89632	74102	38453	41334	52615	53805	28245	31226	97493	80602	41814	44094	57495	59845	30066	31566	101503	86032	46674	50405	62606	67456	33836	36517	104693	91213	49724	54625	66516	72397	36097	40178	107233	94023	51355	56065	68786	74947	36917	40728
1043	45171	29500	19121	17461	37723	37243	16133	15543	46781	30411	19231	17341	39033	38053	16053	15333	47121	30401	19291	17401	40434	41024	15863	15113	48481	32631	23022	22072	43044	45044	19973	19843	55181	37871	26182	25592	44704	46754	23234	23594	60542	43741	29102	28822	45434	45094	26415	27225	66162	48941	33113	33283	49204	48904	30426	31746	69122	50561	34753	34923	53365	54365	31656	33046	70662	51181	34603	34323	54765	55045	31186	32306	70292	48671	34033	33383	54305	52735	30576	31516	72242	48731	33893	32803	54955	52415	30246	30906	75592	52181	33583	32073	57165	55955	29415	29765	81182	56411	34903	32793	61506	61686	29975	29895	87932	65472	41704	40824	66796	69466	37027	37967	90143	68572	45134	44804	70507	74567	40488	41918	91313	68852	45614	45064	73207	78247	40588	41848
1045	40041	25450	20492	19871	33453	32293	16273	15853	42681	28240	22522	22412	35533	34713	18283	18443	43851	29110	23432	23452	38493	38813	18343	18323	44251	31001	24792	25152	39543	40034	19873	20164	51531	35761	27782	29102	40534	41044	24434	26405	54531	37631	28622	29632	42784	43214	24854	26565	59641	42191	31943	33623	44114	46824	28065	30456	64192	44021	32523	34133	46254	52685	29455	32166	64792	43711	32423	33323	46924	51925	29155	31336	65472	41751	32093	32443	47174	50705	28565	30436	68142	42611	32673	32723	48014	51765	28965	30636	69882	43701	32533	31983	49504	54575	28295	29505	73822	45121	34163	32583	53655	59995	29255	29635	78842	50631	38523	37563	57385	67976	33406	34306	82092	54531	40844	40224	60666	72837	35317	36647	84322	57001	42824	42484	62546	75717	37287	38837
1047	67032	67002	18341	17431	35933	34783	16253	16073	69542	69502	20682	20042	37433	36183	18693	18783	73172	73172	20582	19911	38993	38773	18393	18433	71262	71212	24632	24612	39773	39623	24064	24254	70082	69892	27092	27132	41604	41424	26515	26785	70812	70552	27002	26932	44084	43684	26315	26535	70022	69642	29432	29382	48094	48654	28665	28925	69292	68792	33563	33663	51745	53525	32886	33276	67252	66682	32673	32633	53315	54915	31906	32206	70892	70192	32903	32843	53325	53955	32056	32386	69502	68652	32203	32023	54765	55695	31256	31516	51011	50471	31283	30993	57685	60806	30166	30346	50361	49711	31563	31113	62506	67376	30316	30376	62222	61642	36933	36633	66786	74067	35707	35877	65902	65402	41024	40844	70677	79527	39707	40008	67002	66492	40984	40724	73027	82168	39577	39827
1049	53221	23870	18691	15711	36483	35273	15223	13742	56091	26420	20262	17701	37863	35853	16813	15873	57091	27060	20882	18521	39073	42104	17033	16143	56531	25350	21392	19191	40584	44504	17643	16623	63902	31381	24112	22682	42214	46324	20264	20294	67502	36051	25852	24582	43234	43824	22144	22624	74322	42851	30733	31193	46774	47434	27225	29515	78712	45411	33513	34943	50515	53405	29805	33096	80562	45171	33603	34223	51925	53275	29555	32296	81962	44161	33993	34383	51655	50405	29975	32776	86272	43761	34263	33723	53145	50995	29885	31976	90413	45781	34543	32943	55085	54205	29505	30796	54681	34441	32303	31423	59145	59985	30846	30946	63272	40911	37813	37133	64016	67336	36137	36537	101083	58791	44054	43584	68046	73007	37937	40618	103253	59911	45234	44804	69976	76017	38967	41648
1051	65592	64262	25822	26632	32553	31733	19833	20794	66442	64712	27572	28772	33723	32843	22104	24104	70452	69172	28852	30363	36383	35983	21904	23834	70762	69712	28442	29582	37403	37093	20314	20934	73532	71272	32303	34113	40144	40054	23524	25425	81632	80752	35963	38373	42574	42464	28635	32496	87632	86942	39473	42724	48054	48404	27225	30816	93463	92993	40974	44984	52035	52795	28565	32686	95193	94523	41094	44544	52225	52645	28255	31446	91863	89012	40964	44214	51765	51855	28905	32456	95833	92653	42454	45704	53895	54255	29435	32536	101593	99193	45124	48744	58695	60066	29035	31336	110263	107903	49534	53175	65166	67336	30526	31566	114233	112363	54655	59105	70777	73637	34586	36797	118533	117743	58025	63196	76877	80658	34416	36407	123944	124034	59765	64806	78267	81978	36147	38477
1053	42641	30161	18971	18071	35173	35373	16033	16583	45481	33501	21182	20932	36623	36483	18373	19593	46701	34471	22212	21992	37853	39293	19343	20494	49421	37281	24152	24462	36963	38503	21734	23254	53501	39791	24992	25742	39103	42014	22344	24374	56951	42651	27072	28252	41594	44054	24334	26925	61642	47041	30163	32253	44354	48274	27325	30866	65242	50101	31493	33843	45394	53185	28645	32426	65902	50831	31923	33603	46674	53745	28855	32126	66912	49231	31663	32863	46854	52515	28425	31426	69502	50121	31803	32633	47864	54115	28315	31066	72152	53211	31723	31873	49384	58595	27815	29915	78872	55901	33683	32613	53825	64506	29005	30246	83582	61792	37993	37843	52745	68416	33796	35577	87462	67622	41634	42654	55855	72857	37587	40448	88632	67872	42724	42794	59695	75817	37877	40378
1055	53021	31801	20822	19171	34703	32713	16613	15813	55921	34611	22582	21472	36013	33703	18503	18433	57781	36781	24342	24052	42954	46844	18503	18393	58571	38051	25572	25712	39333	39403	21264	22044	64942	41281	27302	27632	41344	41814	22664	23854	77122	71522	29242	29892	43354	43284	24584	26305	80372	73452	33403	35333	46764	46664	28675	32036	79492	54901	35103	37283	50785	51785	29585	33126	81582	55451	35303	36733	51455	51175	29515	32536	81692	52371	34993	35833	51045	49474	29195	31916	85032	52481	35293	35253	51505	48694	29325	31396	88852	55761	35863	35193	54025	52435	28845	30236	44281	33101	30603	30023	58445	57675	29395	29405	50001	39021	36063	35633	63146	63016	34876	35027	54621	43521	40224	39943	67266	68356	38967	39277	54931	43431	40154	39823	68926	70507	38837	39087
1057	62992	52951	24472	23862	37443	37243	17453	16443	65712	55701	25752	25502	39223	38383	18453	18353	67302	57211	26182	26282	40074	40664	18503	18273	67422	55321	27232	28142	41024	41984	20544	21424	73312	60942	29702	31113	43334	43754	22594	25005	78162	67282	31923	33853	45764	45384	24684	28265	83302	72492	34503	37273	49144	49984	26625	30876	88862	79032	36673	40644	52605	54815	27535	32486	93273	87362	37873	41804	54255	56365	27905	32536	93513	82782	38713	42794	54985	56245	28895	34606	96993	84732	39513	42914	56055	56485	29345	34656	100423	88382	40424	43794	58215	60876	29135	33386	107063	93823	42794	44804	61886	66756	30926	33396	111713	102363	46624	50825	66166	74057	34226	38747	113953	105113	49364	55415	69316	78757	36607	43158	116043	106333	50865	56725	72247	82588	37027	43138
1059	60832	41281	23732	22982	36203	33793	17643	16473	63622	44141	24972	24622	37563	34463	18823	18703	64382	44291	25312	25142	38963	37303	18833	18503	66162	44591	27432	28402	40734	40014	21194	21994	71952	49641	29162	30483	42544	41154	22694	24454	75912	53791	31053	32413	44804	42434	24434	26825	81602	59691	34253	36753	48544	46164	27235	31396	85902	62562	36133	39083	52095	50325	28185	32616	88562	65952	37603	40884	54595	53365	28915	33516	90033	63802	37903	40594	55145	52975	29075	33366	92603	63072	37723	38713	54055	48774	29215	32846	96203	67532	38513	39443	56385	52665	28975	31716	102413	72582	40734	40894	60166	57535	30296	31776	106113	79072	44434	46614	64346	63466	33566	37377	109743	85252	47244	51145	67876	68526	35697	41298	111743	86082	48584	52545	70627	71927	36157	41568
1061	43951	27020	20012	19401	34213	32573	16133	15743	46621	29810	21892	21862	36073	34863	18023	18253	47701	30651	23012	22862	38433	38813	18673	18323	48491	33551	24732	25672	39303	39953	20714	21584	54721	37511	26982	29062	40404	40834	23314	25895	58301	39831	28062	29932	42674	42944	23994	26445	64902	45541	31593	34503	42824	46554	27125	30786	70062	47121	31373	33663	43304	52935	27745	31376	71092	47361	31733	33193	44254	52585	27875	30886	72002	44771	31593	32183	44714	51425	27445	29905	75402	46391	32573	33123	45584	52595	28325	30816	77392	48131	32693	32453	47004	55915	27845	29675	83352	50841	34923	33283	50975	61606	29155	29845	87312	55841	38653	37763	53165	68966	32786	34026	90183	60712	41594	41834	56085	73947	35707	38037	91893	62142	42794	42874	57755	76807	36627	38857
